data_base,segmento,porte_indisponivel,carteira_ativa,operacoes,celulas_suprimidas,celulas
2021-11-30,Desenvolvimento/Fomento,False,12029519338.72,19493.0,171,626
2021-11-30,Desenvolvimento/Fomento,True,310226115.25,181.0,17,25
2021-11-30,Financeira,False,743168379.62,12371.0,188,343
2021-11-30,Financeira,True,6168190.78,23.0,22,23
2021-11-30,Fintech,False,27467485.4,639.0,51,67
2021-11-30,Fintech,True,263577.75,0.0,2,2
2021-11-30,Instituição de pagamento,False,4528992.75,15005.0,25,58
2021-11-30,Instituição de pagamento,True,631.41,0.0,1,1
2021-11-30,Outros,False,50582554.45,1524.0,41,82
2021-11-30,Outros,True,9442.87,0.0,1,1
2021-12-31,Arrendamento,False,468461582.65,888.0,72,108
2021-12-31,Arrendamento,True,362113.16000000003,0.0,3,3
2021-12-31,Banco,False,115658522408.3,1454089.0,834,3463
2021-12-31,Banco,True,1718206274.77,34245.0,159,456
2021-12-31,Cooperativa,False,14237911127.95,460250.0,456,1863
2021-12-31,Cooperativa,True,1958737285.49,187168.0,114,379
2021-12-31,Desenvolvimento/Fomento,False,11954014460.63,19919.0,171,611
2021-12-31,Desenvolvimento/Fomento,True,296259010.68,190.0,16,24
2021-12-31,Financeira,False,755815916.5699999,12563.0,202,359
2021-12-31,Financeira,True,16559348.559999999,24.0,26,28
2021-12-31,Fintech,False,30016033.12,738.0,78,101
2021-12-31,Fintech,True,142814.6,0.0,2,2
2021-12-31,Instituição de pagamento,False,5740530.15,19155.0,20,58
2021-12-31,Instituição de pagamento,True,9223.81,0.0,1,1
2021-12-31,Outros,False,53627216.519999996,1525.0,44,85
2021-12-31,Outros,True,9442.87,0.0,1,1
2022-01-31,Arrendamento,False,504161564.71,890.0,70,105
2022-01-31,Arrendamento,True,351908.97,0.0,3,3
2022-01-31,Banco,False,113979682709.14,1437025.0,835,3484
2022-01-31,Banco,True,1661714471.21,29200.0,161,437
2022-01-31,Cooperativa,False,16216228166.92,632646.0,463,1940
2022-01-31,Cooperativa,True,157685671.85,12062.0,125,261
2022-01-31,Desenvolvimento/Fomento,False,11753192225.56,20220.0,161,619
2022-01-31,Desenvolvimento/Fomento,True,291770476.58,188.0,17,25
2022-01-31,Financeira,False,725682975.24,12152.0,196,368
2022-01-31,Financeira,True,8175291.89,41.0,23,25
2022-01-31,Fintech,False,32315729.02,1048.0,79,117
2022-01-31,Fintech,True,161263.32,8.0,6,7
2022-01-31,Instituição de pagamento,False,6600090.09,20725.0,19,60
2022-01-31,Instituição de pagamento,True,3368.47,0.0,1,1
2022-01-31,Outros,False,53465626.78,1518.0,45,86
2022-01-31,Outros,True,19429.13,0.0,2,2
2022-02-28,Arrendamento,False,520928310.66,900.0,69,104
2022-02-28,Arrendamento,True,341483.54,0.0,3,3
2022-02-28,Banco,False,115245993719.2,1477094.0,821,3476
2022-02-28,Banco,True,1672965386.71,28519.0,167,449
2022-02-28,Cooperativa,False,16549887597.98,655624.0,448,1952
2022-02-28,Cooperativa,True,138504617.03,11406.0,135,254
2022-02-28,Desenvolvimento/Fomento,False,11811116705.81,20592.0,162,631
2022-02-28,Desenvolvimento/Fomento,True,287659975.98,187.0,18,26
2022-02-28,Financeira,False,728567271.15,12683.0,197,384
2022-02-28,Financeira,True,8700915.56,64.0,26,30
2022-02-28,Fintech,False,34185793.34,1231.0,88,129
2022-02-28,Fintech,True,3616.72,0.0,3,3
2022-02-28,Instituição de pagamento,False,10585855.51,11411.0,28,104
2022-02-28,Instituição de pagamento,True,6311711.7,658.0,12,28
2022-02-28,Outros,False,52572688.72,1518.0,45,86
2022-02-28,Outros,True,9416.92,0.0,1,1
2022-03-31,Arrendamento,False,543620335.42,870.0,73,105
2022-03-31,Arrendamento,True,331123.71,0.0,3,3
2022-03-31,Banco,False,117521106141.42,1469492.0,809,3473
2022-03-31,Banco,True,1800566098.3400002,45561.0,168,465
2022-03-31,Cooperativa,False,16966660540.04,664300.0,482,1990
2022-03-31,Cooperativa,True,125474371.25,11103.0,145,250
2022-03-31,Desenvolvimento/Fomento,False,11829432205.23,21081.0,150,603
2022-03-31,Desenvolvimento/Fomento,True,286271200.06,195.0,18,26
2022-03-31,Financeira,False,730257256.17,12740.0,197,390
2022-03-31,Financeira,True,11526206.860000001,21.0,24,25
2022-03-31,Fintech,False,47251309.81,1597.0,95,142
2022-03-31,Fintech,True,5106.93,0.0,3,3
2022-03-31,Instituição de pagamento,False,12041200.3,13494.0,25,104
2022-03-31,Instituição de pagamento,True,6084065.609999999,634.0,10,27
2022-03-31,Outros,False,50664419.6,1523.0,45,87
2022-03-31,Outros,True,9419.43,0.0,1,1
2022-04-30,Arrendamento,False,546002901.45,844.0,70,102
2022-04-30,Arrendamento,True,320636.74,0.0,3,3
2022-04-30,Banco,False,119286414816.7,1479892.0,805,3493
2022-04-30,Banco,True,1772979758.9399998,46286.0,156,463
2022-04-30,Cooperativa,False,17193488935.04,676023.0,487,1999
2022-04-30,Cooperativa,True,125313400.71,10883.0,138,240
2022-04-30,Desenvolvimento/Fomento,False,11927163254.81,21567.0,154,609
2022-04-30,Desenvolvimento/Fomento,True,281668662.34000003,192.0,18,26
2022-04-30,Financeira,False,749563765.38,13002.0,206,403
2022-04-30,Financeira,True,22706989.88,21.0,23,24
2022-04-30,Fintech,False,57546300.519999996,1802.0,91,142
2022-04-30,Fintech,True,8686.32,0.0,3,3
2022-04-30,Instituição de pagamento,False,12904203.13,14996.0,20,68
2022-04-30,Instituição de pagamento,True,6404056.250000001,628.0,11,23
2022-04-30,Outros,False,48264855.730000004,1528.0,47,90
2022-04-30,Outros,True,342317.47000000003,0.0,2,2
2022-05-31,Arrendamento,False,572971427.79,859.0,71,103
2022-05-31,Arrendamento,True,310119.73,0.0,3,3
2022-05-31,Banco,False,120464223357.09,1497533.0,827,3483
2022-05-31,Banco,True,1877283148.42,50109.0,163,467
2022-05-31,Cooperativa,False,17321503233.28,688338.0,471,2004
2022-05-31,Cooperativa,True,130974570.92999999,11645.0,143,256
2022-05-31,Desenvolvimento/Fomento,False,11952037936.86,22182.0,148,631
2022-05-31,Desenvolvimento/Fomento,True,280936182.58,198.0,20,28
2022-05-31,Financeira,False,744833501.12,12875.0,219,409
2022-05-31,Financeira,True,22024907.79,17.0,20,21
2022-05-31,Fintech,False,73032689.46,2099.0,100,150
2022-05-31,Fintech,True,202044.91999999998,0.0,5,5
2022-05-31,Instituição de pagamento,False,14446487.45,17336.0,18,67
2022-05-31,Instituição de pagamento,True,5704342.529999999,572.0,11,24
2022-05-31,Outros,False,48100051.69,1508.0,45,88
2022-05-31,Outros,True,81825.98999999999,0.0,2,2
2022-06-30,Arrendamento,False,569823582.22,848.0,71,103
2022-06-30,Arrendamento,True,2719052.6199999996,0.0,4,4
2022-06-30,Banco,False,122843760747.6,1502917.0,827,3467
2022-06-30,Banco,True,1848878579.2,57119.0,153,462
2022-06-30,Cooperativa,False,17622537546.25,704225.0,474,2000
2022-06-30,Cooperativa,True,110898657.14,10928.0,143,256
2022-06-30,Desenvolvimento/Fomento,False,12199130591.93,22456.0,146,631
2022-06-30,Desenvolvimento/Fomento,True,296324187.76,213.0,18,26
2022-06-30,Financeira,False,773906473.82,13190.0,213,414
2022-06-30,Financeira,True,20932714.919999998,22.0,23,24
2022-06-30,Fintech,False,79395441.79,2273.0,88,141
2022-06-30,Fintech,True,94761.25,0.0,5,5
2022-06-30,Instituição de pagamento,False,15034876.77,18661.0,17,67
2022-06-30,Instituição de pagamento,True,5918194.4399999995,583.0,12,24
2022-06-30,Outros,False,42665413.769999996,1374.0,46,87
2022-06-30,Outros,True,74973.39,0.0,2,2
2022-07-31,Arrendamento,False,568832386.74,849.0,68,102
2022-07-31,Arrendamento,True,2661199.25,0.0,4,4
2022-07-31,Banco,False,124202726436.67,1510388.0,824,3462
2022-07-31,Banco,True,1304932760.62,55386.0,147,459
2022-07-31,Cooperativa,False,17766775101.83,713831.0,473,2004
2022-07-31,Cooperativa,True,111026540.24,10528.0,147,259
2022-07-31,Desenvolvimento/Fomento,False,11912215316.32,22903.0,151,634
2022-07-31,Desenvolvimento/Fomento,True,296410468.48,225.0,19,27
2022-07-31,Financeira,False,800324388.64,13330.0,219,418
2022-07-31,Financeira,True,19823084.8,88.0,23,27
2022-07-31,Fintech,False,86133366.73,4411.0,103,175
2022-07-31,Fintech,True,93385.01,0.0,6,6
2022-07-31,Instituição de pagamento,False,16027913.31,20391.0,20,69
2022-07-31,Instituição de pagamento,True,6165997.369999999,617.0,12,24
2022-07-31,Outros,False,40934379.37,1344.0,48,89
2022-07-31,Outros,True,498.12,0.0,1,1
2022-08-31,Arrendamento,False,585970507.28,837.0,66,100
2022-08-31,Arrendamento,True,2577088.9600000004,0.0,3,3
2022-08-31,Banco,False,124863109603.52,1497612.0,825,3477
2022-08-31,Banco,True,1410913483.51,49349.0,150,481
2022-08-31,Cooperativa,False,18428985839.14,712549.0,476,1997
2022-08-31,Cooperativa,True,112469236.66,10304.0,146,262
2022-08-31,Desenvolvimento/Fomento,False,12166890897.11,23481.0,158,640
2022-08-31,Desenvolvimento/Fomento,True,301654882.45000005,237.0,19,27
2022-08-31,Financeira,False,826540752.51,13649.0,203,412
2022-08-31,Financeira,True,3029595.14,26.0,32,34
2022-08-31,Fintech,False,86186094.35,4774.0,103,180
2022-08-31,Fintech,True,77327.26000000001,0.0,5,5
2022-08-31,Instituição de pagamento,False,22914175.64,22800.0,22,68
2022-08-31,Instituição de pagamento,True,501456.25,184.0,9,17
2022-08-31,Outros,False,38991069.27,1323.0,46,88
2022-09-30,Arrendamento,False,592317571.3100001,806.0,66,99
2022-09-30,Arrendamento,True,2565471.26,0.0,3,3
2022-09-30,Banco,False,126709244733.68,1510093.0,828,3465
2022-09-30,Banco,True,1785271679.3700001,56273.0,155,496
2022-09-30,Cooperativa,False,18774408139.78,718216.0,465,2020
2022-09-30,Cooperativa,True,112821243.62,10111.0,153,260
2022-09-30,Desenvolvimento/Fomento,False,12367596162.1,23927.0,155,640
2022-09-30,Desenvolvimento/Fomento,True,303697596.47,230.0,20,28
2022-09-30,Financeira,False,813207662.05,13771.0,214,424
2022-09-30,Financeira,True,2513832.76,26.0,28,30
2022-09-30,Fintech,False,88124931.18,5061.0,98,175
2022-09-30,Fintech,True,277081.24,0.0,8,8
2022-09-30,Instituição de pagamento,False,24435835.15,24819.0,25,72
2022-09-30,Instituição de pagamento,True,768996.47,248.0,9,18
2022-09-30,Outros,False,36107945.82,1302.0,46,89
2022-10-31,Arrendamento,False,580202577.36,800.0,63,97
2022-10-31,Arrendamento,True,9266338.56,0.0,7,7
2022-10-31,Banco,False,126425988694.54,1503269.0,819,3448
2022-10-31,Banco,True,2119511984.78,60963.0,139,498
2022-10-31,Cooperativa,False,19017912335.61,713812.0,475,2016
2022-10-31,Cooperativa,True,113410294.21,10418.0,147,265
2022-10-31,Desenvolvimento/Fomento,False,12416170587.16,24185.0,162,596
2022-10-31,Desenvolvimento/Fomento,True,299911108.24,229.0,21,29
2022-10-31,Financeira,False,806427140.45,13537.0,218,425
2022-10-31,Financeira,True,43659957.98,144.0,36,42
2022-10-31,Fintech,False,94709639.77,5354.0,105,183
2022-10-31,Fintech,True,378620.06,9.0,8,9
2022-10-31,Instituição de pagamento,False,34973802.53,27856.0,37,90
2022-10-31,Instituição de pagamento,True,5145018.23,581.0,13,24
2022-10-31,Outros,False,33802261.6,1210.0,42,84
2022-11-30,Arrendamento,False,591318519.51,783.0,65,100
2022-11-30,Arrendamento,True,8678883.27,0.0,7,7
2022-11-30,Banco,False,127962140971.88,1492502.0,830,3469
2022-11-30,Banco,True,1689072001.54,49965.0,141,483
2022-11-30,Cooperativa,False,19201629211.79,706673.0,475,2028
2022-11-30,Cooperativa,True,151183411.26,10609.0,154,269
2022-11-30,Desenvolvimento/Fomento,False,12553767138.83,24402.0,159,595
2022-11-30,Desenvolvimento/Fomento,True,300485387.09999996,226.0,22,30
2022-11-30,Financeira,False,1013193254.31,16350.0,217,430
2022-11-30,Financeira,True,50137360.25,204.0,34,42
2022-11-30,Fintech,False,97678634.58,5722.0,104,185
2022-11-30,Fintech,True,651881.93,73.0,8,10
2022-11-30,Instituição de pagamento,False,39487548.68,30950.0,51,111
2022-11-30,Instituição de pagamento,True,11896621.18,786.0,11,24
2022-11-30,Outros,False,33064108.47,1126.0,43,86
2022-12-31,Arrendamento,False,592891424.79,753.0,66,100
2022-12-31,Arrendamento,True,8091041.55,0.0,6,6
2022-12-31,Banco,False,129699546405.47,1469979.0,844,3471
2022-12-31,Banco,True,1939716903.72,53207.0,148,496
2022-12-31,Cooperativa,False,19414754005.22,699284.0,474,2033
2022-12-31,Cooperativa,True,145766433.87,11046.0,154,294
2022-12-31,Desenvolvimento/Fomento,False,12710403776.99,24728.0,157,595
2022-12-31,Desenvolvimento/Fomento,True,296686477.22,224.0,21,29
2022-12-31,Financeira,False,1038821236.4799999,16489.0,218,429
2022-12-31,Financeira,True,54478570.690000005,188.0,36,43
2022-12-31,Fintech,False,100094916.7,5976.0,108,185
2022-12-31,Fintech,True,2056689.57,104.0,8,10
2022-12-31,Instituição de pagamento,False,41994280.589999996,33704.0,47,115
2022-12-31,Instituição de pagamento,True,12787696.3,922.0,11,24
2022-12-31,Outros,False,32727299.89,1027.0,43,86
2023-01-31,Arrendamento,False,592043218.71,700.0,67,99
2023-01-31,Arrendamento,True,7617051.87,0.0,6,6
2023-01-31,Banco,False,126380872425.8,1426558.0,839,3449
2023-01-31,Banco,True,1599506239.1200001,45495.0,160,483
2023-01-31,Cooperativa,False,19628519639.45,703317.0,461,2027
2023-01-31,Cooperativa,True,160051937.12,10981.0,164,294
2023-01-31,Desenvolvimento/Fomento,False,11934987854.73,24650.0,162,596
2023-01-31,Desenvolvimento/Fomento,True,291533758.83,219.0,21,29
2023-01-31,Financeira,False,1014304532.25,16642.0,208,416
2023-01-31,Financeira,True,46616054.97,142.0,38,44
2023-01-31,Fintech,False,108118963.03,6359.0,107,187
2023-01-31,Fintech,True,2008918.1300000001,161.0,7,9
2023-01-31,Instituição de pagamento,False,43994440.59,35350.0,43,118
2023-01-31,Instituição de pagamento,True,14795510.27,944.0,11,24
2023-01-31,Outros,False,31221019.89,998.0,46,88
2023-01-31,Outros,True,274.01,0.0,1,1
2023-02-28,Arrendamento,False,603006107.35,679.0,65,96
2023-02-28,Arrendamento,True,4816196.8100000005,0.0,5,5
2023-02-28,Banco,False,125906330823.58,1416458.0,834,3438
2023-02-28,Banco,True,1648074553.5,44529.0,152,479
2023-02-28,Cooperativa,False,19864739557.43,713462.0,461,2033
2023-02-28,Cooperativa,True,151512609.8,10972.0,152,292
2023-02-28,Desenvolvimento/Fomento,False,12032298877.77,24947.0,176,604
2023-02-28,Desenvolvimento/Fomento,True,287825478.59000003,215.0,19,27
2023-02-28,Financeira,False,1045359809.88,16970.0,223,431
2023-02-28,Financeira,True,46560481.7,163.0,36,43
2023-02-28,Fintech,False,111257070.87,6406.0,105,186
2023-02-28,Fintech,True,4062610.37,184.0,10,12
2023-02-28,Instituição de pagamento,False,44420255.23,36451.0,42,121
2023-02-28,Instituição de pagamento,True,17239238.720000003,931.0,11,24
2023-02-28,Outros,False,32149610.0,1042.0,50,92
2023-02-28,Outros,True,7435.5,11.0,2,3
2023-03-31,Arrendamento,False,606142800.61,702.0,64,97
2023-03-31,Arrendamento,True,4359485.09,0.0,5,5
2023-03-31,Banco,False,128407419735.81,1413898.0,835,3436
2023-03-31,Banco,True,1772604260.48,44900.0,154,470
2023-03-31,Cooperativa,False,20134859168.14,718958.0,471,2041
2023-03-31,Cooperativa,True,143566179.56,10664.0,145,282
2023-03-31,Desenvolvimento/Fomento,False,12454592486.55,25532.0,176,606
2023-03-31,Desenvolvimento/Fomento,True,286645728.05,216.0,18,26
2023-03-31,Financeira,False,1071760377.89,17380.0,204,418
2023-03-31,Financeira,True,40996751.14,268.0,35,45
2023-03-31,Fintech,False,112496141.49,6073.0,113,191
2023-03-31,Fintech,True,5805604.82,486.0,37,55
2023-03-31,Instituição de pagamento,False,48196402.46,39278.0,34,119
2023-03-31,Instituição de pagamento,True,6638866.98,1016.0,11,24
2023-03-31,Outros,False,29847539.39,1026.0,49,88
2023-03-31,Outros,True,10540.130000000001,18.0,2,3
2023-04-30,Arrendamento,False,598029109.34,675.0,65,96
2023-04-30,Arrendamento,True,11432004.02,0.0,6,6
2023-04-30,Banco,False,126327414827.5,1400065.0,829,3440
2023-04-30,Banco,True,2070930987.6299999,48181.0,165,481
2023-04-30,Cooperativa,False,20435092222.59,727667.0,462,2039
2023-04-30,Cooperativa,True,193067679.29,10615.0,152,280
2023-04-30,Desenvolvimento/Fomento,False,12416227240.9,25886.0,179,606
2023-04-30,Desenvolvimento/Fomento,True,324740379.7,218.0,18,26
2023-04-30,Financeira,False,1072283087.99,17921.0,215,428
2023-04-30,Financeira,True,40511446.589999996,511.0,36,48
2023-04-30,Fintech,False,113703209.3,5737.0,113,190
2023-04-30,Fintech,True,5950552.64,452.0,44,57
2023-04-30,Instituição de pagamento,False,49953121.68,40255.0,36,123
2023-04-30,Instituição de pagamento,True,5792691.98,1035.0,11,24
2023-04-30,Outros,False,28870410.87,1006.0,48,87
2023-04-30,Outros,True,12326.439999999999,19.0,5,6
2023-05-31,Arrendamento,False,628970174.64,681.0,65,95
2023-05-31,Arrendamento,True,7704107.38,0.0,3,3
2023-05-31,Banco,False,127059770532.03,1375474.0,828,3404
2023-05-31,Banco,True,1877328834.4099998,43874.0,159,473
2023-05-31,Cooperativa,False,20615389997.77,730947.0,497,2068
2023-05-31,Cooperativa,True,195076030.51,10605.0,147,276
2023-05-31,Desenvolvimento/Fomento,False,12553324658.880001,26438.0,170,607
2023-05-31,Desenvolvimento/Fomento,True,323938248.31,218.0,18,26
2023-05-31,Financeira,False,1073599117.48,19663.0,224,438
2023-05-31,Financeira,True,39889370.76,467.0,41,54
2023-05-31,Fintech,False,114008726.56,6048.0,112,192
2023-05-31,Fintech,True,6342303.34,492.0,39,56
2023-05-31,Instituição de pagamento,False,53271309.36,42196.0,37,124
2023-05-31,Instituição de pagamento,True,6717844.89,1068.0,9,22
2023-05-31,Outros,False,29371512.060000002,899.0,49,88
2023-05-31,Outros,True,17065.17,29.0,3,4
2023-06-30,Arrendamento,False,648997555.08,661.0,64,93
2023-06-30,Arrendamento,True,10545358.57,0.0,6,6
2023-06-30,Banco,False,125746533842.93001,1357467.0,815,3379
2023-06-30,Banco,True,2518153529.58,52452.0,156,469
2023-06-30,Cooperativa,False,20750327784.46,737334.0,488,2101
2023-06-30,Cooperativa,True,180831755.75,10520.0,154,278
2023-06-30,Desenvolvimento/Fomento,False,12599418669.08,26647.0,172,611
2023-06-30,Desenvolvimento/Fomento,True,324052606.46,222.0,22,30
2023-06-30,Financeira,False,1066889091.5,21300.0,219,444
2023-06-30,Financeira,True,35585840.089999996,623.0,38,51
2023-06-30,Fintech,False,112624327.61999999,5988.0,110,192
2023-06-30,Fintech,True,7684099.58,494.0,44,59
2023-06-30,Instituição de pagamento,False,58964906.97,44399.0,35,126
2023-06-30,Instituição de pagamento,True,6996682.73,1146.0,9,22
2023-06-30,Outros,False,23729902.4,871.0,48,85
2023-06-30,Outros,True,13565.23,18.0,4,5
2023-07-31,Arrendamento,False,667079575.34,663.0,65,95
2023-07-31,Arrendamento,True,10063722.79,0.0,6,6
2023-07-31,Banco,False,124457757266.67,1332693.0,813,3384
2023-07-31,Banco,True,2489518430.25,54169.0,163,488
2023-07-31,Cooperativa,False,21266179653.45,729095.0,467,2084
2023-07-31,Cooperativa,True,143165970.93,10101.0,148,271
2023-07-31,Desenvolvimento/Fomento,False,12514128157.61,27112.0,170,608
2023-07-31,Desenvolvimento/Fomento,True,292783425.96999997,216.0,23,31
2023-07-31,Financeira,False,1082234896.04,21953.0,215,445
2023-07-31,Financeira,True,33978618.99,1337.0,53,83
2023-07-31,Fintech,False,112195733.81,5838.0,111,192
2023-07-31,Fintech,True,7402898.36,490.0,42,59
2023-07-31,Instituição de pagamento,False,33917184.0,7315.0,46,90
2023-07-31,Instituição de pagamento,True,43038238.3,40464.0,16,63
2023-07-31,Outros,False,22929933.28,840.0,52,84
2023-07-31,Outros,True,12490.72,18.0,5,6
2023-08-31,Arrendamento,False,669271096.85,664.0,65,95
2023-08-31,Arrendamento,True,9542315.43,0.0,6,6
2023-08-31,Banco,False,125938695607.68001,1304476.0,790,3354
2023-08-31,Banco,True,2458688891.2799997,59653.0,135,504
2023-08-31,Cooperativa,False,21565758996.02,723516.0,479,2119
2023-08-31,Cooperativa,True,150933564.64,10085.0,134,263
2023-08-31,Desenvolvimento/Fomento,False,12623140104.54,27757.0,163,606
2023-08-31,Desenvolvimento/Fomento,True,270331702.48,216.0,22,30
2023-08-31,Financeira,False,1107716827.25,24353.0,214,450
2023-08-31,Financeira,True,31910744.34,934.0,50,66
2023-08-31,Fintech,False,105535327.49,5604.0,112,192
2023-08-31,Fintech,True,5891783.5,476.0,39,57
2023-08-31,Instituição de pagamento,False,40364701.97,7986.0,46,93
2023-08-31,Instituição de pagamento,True,44578776.49,41245.0,15,61
2023-08-31,Outros,False,21967426.44,812.0,49,81
2023-08-31,Outros,True,15473.68,31.0,5,6
2023-09-30,Arrendamento,False,691799978.99,674.0,64,95
2023-09-30,Arrendamento,True,9039071.23,0.0,6,6
2023-09-30,Banco,False,124480548180.48,1295062.0,810,3355
2023-09-30,Banco,True,2818327175.28,60758.0,144,492
2023-09-30,Cooperativa,False,21877446206.41,729905.0,459,2114
2023-09-30,Cooperativa,True,155214365.9,10174.0,138,270
2023-09-30,Desenvolvimento/Fomento,False,13111680140.45,28146.0,169,601
2023-09-30,Desenvolvimento/Fomento,True,268728366.36,218.0,22,30
2023-09-30,Financeira,False,1123652678.74,27175.0,214,458
2023-09-30,Financeira,True,33527947.85,784.0,50,66
2023-09-30,Fintech,False,102639582.14,5784.0,115,197
2023-09-30,Fintech,True,9871370.670000002,478.0,46,64
2023-09-30,Instituição de pagamento,False,41751978.85,8406.0,38,86
2023-09-30,Instituição de pagamento,True,46025463.68,40696.0,15,63
2023-09-30,Outros,False,22035589.7,667.0,52,81
2023-09-30,Outros,True,16272.34,30.0,5,6
2023-10-31,Arrendamento,False,705409494.79,636.0,65,94
2023-10-31,Arrendamento,True,8970448.27,0.0,5,5
2023-10-31,Banco,False,123935392625.98,1282400.0,794,3346
2023-10-31,Banco,True,2957226885.89,57871.0,141,486
2023-10-31,Cooperativa,False,22426179797.5,727751.0,451,2133
2023-10-31,Cooperativa,True,164374555.77,9999.0,136,270
2023-10-31,Desenvolvimento/Fomento,False,13203792111.56,28564.0,165,596
2023-10-31,Desenvolvimento/Fomento,True,270975756.8,215.0,22,30
2023-10-31,Financeira,False,1144242693.04,30014.0,224,467
2023-10-31,Financeira,True,36334458.78,654.0,55,72
2023-10-31,Fintech,False,102321010.21000001,5504.0,118,196
2023-10-31,Fintech,True,9985339.82,472.0,47,66
2023-10-31,Instituição de pagamento,False,72842522.18,25257.0,33,99
2023-10-31,Instituição de pagamento,True,22241218.47,26024.0,15,62
2023-10-31,Outros,False,21011854.490000002,473.0,60,84
2023-10-31,Outros,True,13733.449999999999,26.0,4,5
2023-11-30,Arrendamento,False,829696576.87,625.0,68,95
2023-11-30,Arrendamento,True,8903221.68,0.0,5,5
2023-11-30,Banco,False,123231543019.44,1288806.0,797,3327
2023-11-30,Banco,True,2511100924.94,55453.0,142,475
2023-11-30,Cooperativa,False,22788174235.95,727089.0,448,2131
2023-11-30,Cooperativa,True,293908645.96999997,16711.0,155,385
2023-11-30,Desenvolvimento/Fomento,False,13267686661.95,28833.0,158,593
2023-11-30,Desenvolvimento/Fomento,True,274469642.72,209.0,20,28
2023-11-30,Financeira,False,1156379766.98,31106.0,224,474
2023-11-30,Financeira,True,49636350.3,870.0,60,77
2023-11-30,Fintech,False,103339079.58,5478.0,114,195
2023-11-30,Fintech,True,8958368.64,535.0,44,67
2023-11-30,Instituição de pagamento,False,77117697.55,27938.0,29,97
2023-11-30,Instituição de pagamento,True,20939516.17,25338.0,15,63
2023-11-30,Outros,False,19707934.740000002,316.0,51,75
2023-11-30,Outros,True,15164.11,45.0,2,4
2023-12-31,Arrendamento,False,824889815.2,626.0,65,93
2023-12-31,Arrendamento,True,8837201.25,0.0,5,5
2023-12-31,Banco,False,126300399790.36,1279974.0,816,3343
2023-12-31,Banco,True,2768235548.42,58174.0,168,471
2023-12-31,Cooperativa,False,23333940331.73,720326.0,443,2143
2023-12-31,Cooperativa,True,307796196.6,17331.0,151,381
2023-12-31,Desenvolvimento/Fomento,False,13371762822.48,29079.0,163,599
2023-12-31,Desenvolvimento/Fomento,True,277340663.63,204.0,22,30
2023-12-31,Financeira,False,1251687212.17,32738.0,240,513
2023-12-31,Financeira,True,50438419.78,942.0,60,79
2023-12-31,Fintech,False,103683012.57000001,5332.0,116,195
2023-12-31,Fintech,True,11099197.27,564.0,44,66
2023-12-31,Instituição de pagamento,False,43698800.050000004,6404.0,44,89
2023-12-31,Instituição de pagamento,True,58741359.56,49807.0,15,64
2023-12-31,Outros,False,20099870.35,271.0,52,74
2023-12-31,Outros,True,14551.81,45.0,2,4
2024-01-31,Arrendamento,False,773471374.89,617.0,65,92
2024-01-31,Arrendamento,True,8875094.85,0.0,7,7
2024-01-31,Banco,False,124424485163.0,1246843.0,799,3329
2024-01-31,Banco,True,2761250643.8,46516.0,163,476
2024-01-31,Cooperativa,False,23463957559.44,720680.0,455,2108
2024-01-31,Cooperativa,True,354623137.9,17853.0,144,365
2024-01-31,Desenvolvimento/Fomento,False,13238610686.57,29230.0,159,597
2024-01-31,Desenvolvimento/Fomento,True,272767039.06,208.0,20,30
2024-01-31,Financeira,False,1277859214.39,41829.0,225,533
2024-01-31,Financeira,True,44662320.769999996,974.0,63,83
2024-01-31,Fintech,False,99891672.38000001,5133.0,106,185
2024-01-31,Fintech,True,21451853.3,593.0,41,65
2024-01-31,Instituição de pagamento,False,88266575.76,32764.0,70,139
2024-01-31,Instituição de pagamento,True,20243810.349999998,27034.0,15,62
2024-01-31,Outros,False,19198340.97,253.0,50,70
2024-01-31,Outros,True,13374.49,23.0,3,4
2024-02-29,Arrendamento,False,817774580.8000001,626.0,65,93
2024-02-29,Arrendamento,True,1328372.0,0.0,6,6
2024-02-29,Banco,False,123986964315.87,1238345.0,806,3371
2024-02-29,Banco,True,2757904569.84,44791.0,153,441
2024-02-29,Cooperativa,False,23817783465.71,735238.0,477,2138
2024-02-29,Cooperativa,True,353683444.97,17763.0,141,373
2024-02-29,Desenvolvimento/Fomento,False,13203854974.94,29446.0,157,595
2024-02-29,Desenvolvimento/Fomento,True,275578862.66,204.0,22,31
2024-02-29,Financeira,False,1301609137.91,45250.0,193,542
2024-02-29,Financeira,True,46174358.3,1306.0,63,87
2024-02-29,Fintech,False,93780457.92,5052.0,99,184
2024-02-29,Fintech,True,30240684.2,601.0,36,64
2024-02-29,Instituição de pagamento,False,101514126.83,35169.0,70,144
2024-02-29,Instituição de pagamento,True,18522871.45,26290.0,13,61
2024-02-29,Outros,False,19516188.73,239.0,51,71
2024-02-29,Outros,True,16172.26,47.0,2,4
2024-03-31,Arrendamento,False,819081053.99,633.0,64,92
2024-03-31,Arrendamento,True,1267694.51,0.0,5,5
2024-03-31,Banco,False,127024984491.54,1274685.0,812,3375
2024-03-31,Banco,True,2820384046.36,50219.0,155,461
2024-03-31,Cooperativa,False,24151500003.51,749771.0,479,2146
2024-03-31,Cooperativa,True,361170487.09,17949.0,138,365
2024-03-31,Desenvolvimento/Fomento,False,13534013972.36,29944.0,160,598
2024-03-31,Desenvolvimento/Fomento,True,278795769.15,201.0,23,32
